Symbol,Name,IPOyear,Sector,industry
GRMN,Garmin Ltd.,2000,Capital Goods,Industrial Machinery/Components
GGAC,Garnero Group Acquisition Company,2014,Finance,Business Services
GGACR,Garnero Group Acquisition Company,2014,Finance,Business Services
GGACU,Garnero Group Acquisition Company,2014,Finance,Business Services
GGACW,Garnero Group Acquisition Company,2014,Finance,Business Services
GARS,Garrison Capital Inc.,2013,n/a,n/a
GCTS,GCT Semiconductor Inc.,0,n/a,n/a
GLSS,Gelesis Inc.,0,n/a,n/a
GENC,Gencor Industries Inc.,0,Capital Goods,Construction/Ag Equipment/Trucks
GNCMA,General Communication Inc.,0,Public Utilities,Telecommunications Equipment
GFN,General Finance Corporation,0,Consumer Services,Other Specialty Stores
GFNCP,General Finance Corporation,0,Consumer Services,Other Specialty Stores
GFNSL,General Finance Corporation,0,Consumer Services,Other Specialty Stores
GENE,Genetic Technologies Ltd,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNMK,GenMark Diagnostics Inc.,2010,Health Care,Medical/Dental Instruments
GNCA,Genocea Biosciences Inc.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,Genomic Health Inc.,2005,Health Care,Medical Specialities
GNTX,Gentex Corporation,0,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,0,Capital Goods,Auto Parts:O.E.M.
GNVC,GenVec Inc.,2000,Health Care,Major Pharmaceuticals
GTWN,Georgetown Bancorp Inc.,0,Finance,Major Banks
GEOS,Geospace Technologies Corporation,0,Capital Goods,Industrial Machinery/Components
GABC,German American Bancorp Inc.,0,Finance,Major Banks
GERN,Geron Corporation,1996,Health Care,Major Pharmaceuticals
GEVO,Gevo Inc.,2011,Basic Industries,Major Chemicals
ROCK,Gibraltar Industries Inc.,1993,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,0,Technology,Computer Software: Programming Data Processing
GIGA,Giga-tronics Incorporated,1983,Capital Goods,Electrical Products
GIII,G-III Apparel Group LTD.,1989,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,0,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,Gilead Sciences Inc.,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,Glacier Bancorp Inc.,0,Finance,Major Banks
GLAD,Gladstone Capital Corporation,2001,n/a,n/a
GLADO,Gladstone Capital Corporation,0,n/a,n/a
GOOD,Gladstone Commercial Corporation,2003,Consumer Services,Real Estate
GOODN,Gladstone Commercial Corporation,0,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,0,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,0,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,2005,n/a,n/a
GAINN,Gladstone Investment Corporation,0,n/a,n/a
GAINO,Gladstone Investment Corporation,0,n/a,n/a
GAINP,Gladstone Investment Corporation,0,n/a,n/a
LAND,Gladstone Land Corporation,1993,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,0,Finance,Major Banks
GBT,GLOBAL BLOOD THERAPEUTICS INC.,2015,Health Care,Major Pharmaceuticals
GDEF,Global Defense & National Security Systems Inc.,2013,Finance,Business Services
ENT,Global Eagle Entertainment Inc.,2011,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity plc,0,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity plc,0,Finance,Property-Casualty Insurers
GPAC,Global Partner Acquisition Corp.,2015,Finance,Business Services
GPACU,Global Partner Acquisition Corp.,2015,Finance,Business Services
GPACW,Global Partner Acquisition Corp.,2015,Finance,Business Services
GSOL,Global Sources Ltd.,0,Consumer Services,Advertising
ACTX,Global X Guru Activist ETF,0,n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,0,n/a,n/a
SOCL,Global X Social Media Index ETF,0,n/a,n/a
ALTY,Global X SuperDividend Alternatives ETF,0,n/a,n/a
SRET,Global X SuperDividend REIT ETF,0,n/a,n/a
YLCO,Global X Yieldco Index ETF,0,n/a,n/a
GAI,Global-Tech Advanced Innovations Inc.,0,Consumer Durables,Home Furnishings
GSM,Globe Specialty Metals Inc.,2009,Capital Goods,Metal Fabrications
GBIM,GlobeImmune Inc.,2014,Health Care,Major Pharmaceuticals
GLBS,Globus Maritime Limited,0,Transportation,Marine Transportation
GLRI,Glori Energy Inc,0,Energy,Oil & Gas Production
GLUU,Glu Mobile Inc.,2007,Technology,EDP Services
GLYC,GlycoMimetics Inc.,2014,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,2013,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,0,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,2011,Consumer Services,Marine Transportation
GLDC,Golden Enterprises Inc.,0,Consumer Non-Durables,Packaged Foods
GDEN,Golden Entertainment Inc.,0,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,0,Consumer Services,Marine Transportation
GBDC,Golub Capital BDC Inc.,2010,n/a,n/a
GTIM,Good Times Restaurants Inc.,0,Consumer Services,Restaurants
GOOG,Google Inc.,2004,Technology,Computer Software: Programming Data Processing
GOOGL,Google Inc.,0,Technology,Computer Software: Programming Data Processing
GPRO,GoPro Inc.,2014,Miscellaneous,Industrial Machinery/Components
GMAN,Gordmans Stores Inc.,2010,Consumer Services,Clothing/Shoe/Accessory Stores
GRSHU,Gores Holdings Inc.,2015,Finance,Business Services
GPIA,GP Investments Acquisition Corp.,2015,Finance,Business Services
GPIAU,GP Investments Acquisition Corp.,2015,Finance,Business Services
GPIAW,GP Investments Acquisition Corp.,2015,Finance,Business Services
LOPE,Grand Canyon Education Inc.,2008,Consumer Services,Other Consumer Services
GRVY,GRAVITY Co. Ltd.,2005,Miscellaneous,Business Services
GBSN,Great Basin Scientific Inc.,2014,Health Care,Medical/Dental Instruments
GLDD,Great Lakes Dredge & Dock Corporation,0,Basic Industries,Military/Government/Technical
GSBC,Great Southern Bancorp Inc.,1989,Finance,Major Banks
GNBC,Green Bancorp Inc.,2014,Finance,Major Banks
GRBK,Green Brick Partners Inc.,0,Capital Goods,Homebuilding
GPP,Green Plains Partners LP,2015,Basic Industries,Major Chemicals
GPRE,Green Plains Inc.,0,Basic Industries,Major Chemicals
GCBC,Greene County Bancorp Inc.,0,Finance,Banks
GLRE,Greenlight Reinsurance Ltd.,2007,Finance,Property-Casualty Insurers
GRIF,Griffin Industrial Realty Inc.,0,Finance,Real Estate
GRFS,Grifols S.A.,0,Health Care,Major Pharmaceuticals
GRPN,Groupon Inc.,2011,Technology,Advertising
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,2006,Transportation,Aerospace
GGAL,Grupo Financiero Galicia S.A.,0,Finance,Commercial Banks
GSIG,GSI Group Inc.,0,Miscellaneous,Industrial Machinery/Components
GSIT,GSI Technology Inc.,2007,Technology,Semiconductors
GSVC,GSV Capital Corp,2011,n/a,n/a
GTXI,GTx Inc.,2004,Health Care,Major Pharmaceuticals
GBNK,Guaranty Bancorp,0,Finance,Major Banks
GFED,Guaranty Federal Bancshares Inc.,0,Finance,Major Banks
GUID,Guidance Software Inc.,2006,Technology,Computer Software: Prepackaged Software
GULTU,Gulf Coast Ultra Deep Royalty Trust,0,Energy,Oil & Gas Production
GIFI,Gulf Island Fabrication Inc.,1997,Capital Goods,Metal Fabrications
GURE,Gulf Resources Inc.,0,Basic Industries,Major Chemicals
GPOR,Gulfport Energy Corporation,0,Energy,Oil & Gas Production
GWPH,GW Pharmaceuticals Plc,2013,Health Care,Major Pharmaceuticals
GWGH,GWG Holdings Inc,2014,Finance,Life Insurance
GYRO,Gyrodyne  LLC,0,Consumer Services,Building operators
HEES,H&E Equipment Services Inc.,2006,n/a,n/a
HLG,Hailiang Education Group Inc.,2015,Consumer Services,Other Consumer Services
HNRG,Hallador Energy Company,0,Energy,Coal Mining
HALL,Hallmark Financial Services Inc.,0,Finance,Property-Casualty Insurers
HALO,Halozyme Therapeutics Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HBK,Hamilton Bancorp Inc.,2012,Finance,Savings Institutions
HMPR,Hampton Roads Bankshares Inc,0,Finance,Major Banks
HBHC,Hancock Holding Company,0,Finance,Major Banks
HBHCL,Hancock Holding Company,0,Finance,Major Banks
HNH,Handy & Harman Ltd.,0,Capital Goods,Industrial Specialties
HAFC,Hanmi Financial Corporation,0,Finance,Major Banks
HNSN,Hansen Medical Inc.,2006,Health Care,Industrial Specialties
HQCL,Hanwha Q CELLS Co. Ltd. ,0,Technology,Semiconductors
HDNG,Hardinge Inc.,1995,Capital Goods,Industrial Machinery/Components
HLIT,Harmonic Inc.,1995,Technology,Radio And Television Broadcasting And Communications Equipment
HRMN,Harmony Merger Corp.,2015,Finance,Business Services
HRMNU,Harmony Merger Corp.,2015,Finance,Business Services
HRMNW,Harmony Merger Corp.,2015,Finance,Business Services
TINY,Harris & Harris Group Inc.,0,Finance,Finance/Investors Services
HART          ,Harvard Apparatus Regenerative Technology Inc.,0,Health Care,Medical/Dental Instruments
HBIO,Harvard Bioscience Inc.,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HCAP,Harvest Capital Credit Corporation,0,n/a,n/a
HCAPL,Harvest Capital Credit Corporation,0,n/a,n/a
HAS,Hasbro Inc.,0,Consumer Non-Durables,Recreational Products/Toys
HA,Hawaiian Holdings Inc.,0,Transportation,Air Freight/Delivery Services
HCOM,Hawaiian Telcom Holdco Inc.,0,Consumer Services,Telecommunications Equipment
HWKN,Hawkins Inc.,0,Consumer Durables,Specialty Chemicals
HWBK,Hawthorn Bancshares Inc.,0,Finance,Major Banks
HAYN,Haynes International Inc.,2007,Capital Goods,Steel/Iron Ore
HDS,HD Supply Holdings Inc.,2013,Consumer Services,Office Equipment/Supplies/Services
HIIQ,Health Insurance Innovations Inc.,2013,Finance,Specialty Insurers
HCSG,Healthcare Services Group Inc.,1983,Health Care,Hospital/Nursing Management
HQY,HealthEquity Inc.,2014,Miscellaneous,Business Services
HSTM,HealthStream Inc.,2000,Technology,Computer Software: Programming Data Processing
HWAY,Healthways Inc.,0,Health Care,Hospital/Nursing Management
HTLD,Heartland Express Inc.,1986,Transportation,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc.,0,Finance,Major Banks
HTWR,Heartware International Inc.,0,Health Care,Medical/Dental Instruments
HTBX,Heat Biologics Inc.,2013,Health Care,Major Pharmaceuticals
HSII,Heidrick & Struggles International Inc.,1999,Technology,Diversified Commercial Services
HELE,Helen of Troy Limited,0,Consumer Durables,Home Furnishings
HMNY,Helios and Matheson Analytics Inc,0,Consumer Services,Other Consumer Services
HMTV,Hemisphere Media Group Inc.,0,Consumer Services,Television Services
HNNA,Hennessy Advisors Inc.,0,Finance,Investment Managers
HCAC,Hennessy Capital Acquisition Corp. II,0,n/a,n/a
HCACU,Hennessy Capital Acquisition Corp. II,2015,Finance,Business Services
HCACW,Hennessy Capital Acquisition Corp. II,0,n/a,n/a
HSIC,Henry Schein Inc.,1995,Health Care,Medical Specialities
HTBK,Heritage Commerce Corp,0,Finance,Major Banks
HFWA,Heritage Financial Corporation,0,Finance,Banks
HEOP,Heritage Oaks Bancorp,0,Finance,Major Banks
HCCI,Heritage-Crystal Clean Inc.,2008,Basic Industries,Miscellaneous
MLHR,Herman Miller Inc.,0,Consumer Durables,Office Equipment/Supplies/Services
HRTX,Heron Therapeutics Inc.  ,0,Health Care,Major Pharmaceuticals
HSKA,Heska Corporation,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HFFC,HF Financial Corp.,0,Finance,Savings Institutions
HIBB,Hibbett Sports Inc.,1996,Consumer Services,Other Specialty Stores
HPJ,Highpower International Inc,0,Miscellaneous,Industrial Machinery/Components
HIHO,Highway Holdings Limited,0,Capital Goods,Metal Fabrications
HIMX,Himax Technologies Inc.,2006,Technology,Semiconductors
HIFS,Hingham Institution for Savings,0,n/a,n/a
HSGX,Histogenics Corporation,2014,Health Care,Industrial Specialties
HMNF,HMN Financial Inc.,0,Finance,Savings Institutions
HMSY,HMS Holdings Corp,1992,Miscellaneous,Business Services
HOLI,Hollysys Automation Technologies Ltd.,0,Energy,Industrial Machinery/Components
HOLX,Hologic Inc.,1990,Health Care,Medical Electronics
HBCP,Home Bancorp Inc.,0,Finance,Banks
HOMB,Home BancShares Inc.,2006,Finance,Major Banks
HFBL,Home Federal Bancorp Inc. of Louisiana,0,Finance,Savings Institutions
AWAY,HomeAway Inc.,2011,Technology,EDP Services
HMIN,Homeinns Hotel Group,0,Consumer Services,Hotels/Resorts
HMST,HomeStreet Inc.,2012,Finance,Banks
HTBI,HomeTrust Bancshares Inc.,2012,Finance,Savings Institutions
HKTV,Hong Kong Television Network Limited,0,Public Utilities,Telecommunications Equipment
CETC,Hongli Clean Energy Technologies Corp.,0,Basic Industries,Steel/Iron Ore
HOFT,Hooker Furniture Corporation,0,Consumer Durables,Home Furnishings
HFBC,HopFed Bancorp Inc.,0,Finance,Major Banks
HBNC,Horizon Bancorp (IN),0,Finance,Major Banks
HZNP,Horizon Pharma plc,2011,Health Care,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,2010,n/a,n/a
ZINC,Horsehead Holding Corp.,2007,Capital Goods,Metal Fabrications
HDP,Hortonworks Inc.,2014,Technology,Computer Software: Prepackaged Software
HMHC,Houghton Mifflin Harcourt Company,2013,Consumer Services,Books
HWCC,Houston Wire & Cable Company,2006,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,0,Capital Goods,Homebuilding
HBMD,Howard Bancorp Inc.,0,Finance,Major Banks
HSNI,HSN Inc.,0,Consumer Services,Other Specialty Stores
HTGM,HTG Molecular Diagnostics Inc.,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HUBG,Hub Group Inc.,1996,Transportation,Oil Refining/Marketing
HCBK,Hudson City Bancorp Inc.,0,Finance,Banks
HSON,Hudson Global Inc.,0,Technology,Professional Services
HDSN,Hudson Technologies Inc.,0,Consumer Durables,Industrial Specialties
HBAN,Huntington Bancshares Incorporated,0,Finance,Major Banks
HBANP,Huntington Bancshares Incorporated,0,Finance,Major Banks
HURC,Hurco Companies Inc.,0,Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,2004,Consumer Services,Professional Services
HTCH,Hutchinson Technology Incorporated,1985,Capital Goods,Industrial Machinery/Components
HBP,Huttig Building Products Inc.,0,Consumer Services,RETAIL: Building Materials
HDRA,Hydra Industries Acquisition Corp.,2014,Finance,Business Services
HDRAR,Hydra Industries Acquisition Corp.,2014,Finance,Business Services
HDRAU,Hydra Industries Acquisition Corp.,2014,Finance,Business Services
HDRAW,Hydra Industries Acquisition Corp.,2014,Finance,Business Services
HYGS,Hydrogenics Corporation,0,Basic Industries,Major Chemicals
IDSY,I.D. Systems Inc.,1999,Consumer Durables,Telecommunications Equipment
IACI,IAC/InterActiveCorp,0,Consumer Services,Other Specialty Stores
IKGH,Iao Kun Group Holding Company Limited,0,Consumer Services,Services-Misc. Amusement & Recreation
IBKC,IBERIABANK Corporation,0,Finance,Major Banks
IBKCP,IBERIABANK Corporation,0,Finance,Major Banks
ICAD,icad inc.,0,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,0,Energy,Integrated oil Companies
ICFI,ICF International Inc.,2006,Consumer Services,Professional Services
ICLR,ICON plc,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,Iconix Brand Group Inc.,0,Consumer Non-Durables,Shoe Manufacturing
ICUI,ICU Medical Inc.,1992,Health Care,Medical/Dental Instruments
IPWR,Ideal Power Inc.,2013,Energy,Industrial Machinery/Components
INVE,Identiv Inc.,0,Technology,Computer peripheral equipment
IDRA,Idera Pharmaceuticals Inc.,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,IDEXX Laboratories Inc.,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
DSKY,iDreamSky Technology Limited,2014,Technology,Computer Software: Prepackaged Software
IROQ,IF Bancorp Inc.,2011,Finance,Savings Institutions
IRG,Ignite Restaurant Group Inc.,2012,Consumer Services,Restaurants
RXDX,Ignyta Inc.,0,Health Care,Major Pharmaceuticals
IIVI,II-VI Incorporated,1987,Capital Goods,Electronic Components
KANG,iKang Healthcare Group Inc.,2014,Health Care,Medical/Nursing Services
IKAN,Ikanos Communications Inc.,2005,Public Utilities,Telecommunications Equipment
IKNX,Ikonics Corporation,0,Miscellaneous,Industrial Machinery/Components
ILMN,Illumina Inc.,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ISNS,Image Sensing Systems Inc.,1995,Capital Goods,Industrial Machinery/Components
IMMR,Immersion Corporation,1999,Technology,Computer peripheral equipment
ICCC,ImmuCell Corporation,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,2014,Health Care,Major Pharmaceuticals
IMNP          ,Immune Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
IMGN,ImmunoGen Inc.,1989,Health Care,Major Pharmaceuticals
IMMU,Immunomedics Inc.,0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPXL,Impax Laboratories Inc.,0,Health Care,Major Pharmaceuticals
IMMY,Imprimis Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
INCR,INC Research Holdings Inc.,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SAAS,inContact Inc.,0,Technology,Computer Software: Prepackaged Software
INCY,Incyte Corporation,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp.,0,Finance,Major Banks
IBCP,Independent Bank Corporation,0,Finance,Major Banks
IBTX,Independent Bank Group Inc,2013,Finance,Major Banks
IDSA,Industrial Services of America Inc.,0,Basic Industries,Miscellaneous
INFN,Infinera Corporation,2007,Public Utilities,Telecommunications Equipment
INFI,Infinity Pharmaceuticals Inc.,0,Health Care,Major Pharmaceuticals
IPCC,Infinity Property and Casualty Corporation,2003,Finance,Property-Casualty Insurers
III,Information Services Group Inc.,0,Consumer Services,Professional Services
IFON,InfoSonics Corp,0,Consumer Non-Durables,Electronic Components
IMKTA,Ingles Markets Incorporated,1987,Consumer Services,Food Chains
INWK,InnerWorkings Inc.,2006,Consumer Durables,Containers/Packaging
INNL,Innocoll AG,2014,Health Care,Major Pharmaceuticals
INOD,Innodata Inc.,1993,Technology,EDP Services
IPHS,Innophos Holdings Inc.,2006,Consumer Durables,Specialty Chemicals
IOSP,Innospec Inc.,0,Basic Industries,Major Chemicals
ISSC,Innovative Solutions and Support Inc.,2000,Technology,EDP Services
INGN,Inogen Inc,2014,Health Care,Industrial Specialties
ITEK,Inotek Pharmaceuticals Corporation,2015,Health Care,Major Pharmaceuticals
INOV,Inovalon Holdings Inc.,2015,Technology,EDP Services
INO,Inovio Pharmaceuticals Inc.,0,Health Care,Medical/Dental Instruments
NSIT,Insight Enterprises Inc.,1995,Consumer Services,Catalog/Specialty Distribution
ISIG,Insignia Systems Inc.,1991,Consumer Services,Advertising
INSM,Insmed Inc.,0,Health Care,Major Pharmaceuticals
IIIN,Insteel Industries Inc.,0,Capital Goods,Steel/Iron Ore
PODD,Insulet Corporation,2007,Health Care,Medical/Dental Instruments
INSY,Insys Therapeutics Inc.,2013,Health Care,Major Pharmaceuticals
NTEC,Intec Pharma Ltd.,2015,Health Care,Major Pharmaceuticals
IART,Integra LifeSciences Holdings Corporation,0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
